10 560	3.802
50 560	4.600
100 560	6.369
200 560	11.698
10 570	3.809
50 570	4.658
100 570	6.370
200 570	11.693
10 580	3.840
50 580	4.683
100 580	6.408
200 580	11.757
10 590	3.847
50 590	4.679
100 590	6.435
200 590	11.755
10 600	3.862
50 600	4.704
100 600	6.459
200 600	11.772
10 610	3.905
50 610	4.735
100 610	6.488
200 610	11.819
10 620	3.927
50 620	4.725
100 620	6.510
200 620	11.842
10 630	3.950
50 630	4.817
100 630	6.565
200 630	11.951
10 640	3.972
50 640	4.795
100 640	6.612
200 640	11.901
10 650	4.009
50 650	4.874
100 650	6.612
200 650	11.973
10 660	4.055
50 660	4.904
100 660	6.656
200 660	11.999
10 670	4.102
50 670	4.949
100 670	6.694
200 670	12.049
10 680	4.145
50 680	4.993
100 680	6.754
200 680	12.122
10 690	4.195
50 690	5.054
100 690	6.817
200 690	12.197
10 700	4.241
50 700	5.079
100 700	6.841
200 700	12.218
10 710	4.301
50 710	5.160
100 710	6.914
200 710	12.338
10 720	4.375
50 720	5.233
100 720	6.977
200 720	12.384
10 730	4.419
50 730	5.293
100 730	7.036
200 730	12.450
10 740	4.472
50 740	5.345
100 740	7.086
200 740	12.500
10 750	4.562
50 750	5.405
100 750	7.216
200 750	12.576
10 760	4.637
50 760	5.476
100 760	7.243
200 760	12.657
10 770	4.709
50 770	5.544
100 770	7.350
200 770	12.719
10 780	4.790
50 780	5.639
100 780	7.403
200 780	12.800
10 790	4.865
50 790	5.741
100 790	7.518
200 790	12.887
10 800	4.954
50 800	5.808
100 800	7.605
200 800	13.264
10 810	5.043
50 810	5.939
100 810	7.728
200 810	13.343
10 820	5.147
50 820	6.016
100 820	7.821
200 820	13.380
10 830	5.279
50 830	6.151
100 830	7.959
200 830	13.384
10 840	5.373
50 840	6.263
100 840	8.039
200 840	13.411
10 850	5.496
50 850	6.390
100 850	8.164
200 850	13.431
10 860	5.584
50 860	6.497
100 860	8.255
200 860	13.466
10 870	5.693
50 870	6.615
100 870	8.368
200 870	13.503
10 880	5.860
50 880	6.729
100 880	8.498
200 880	13.586
10 890	5.988
50 890	6.884
100 890	8.593
200 890	13.678
10 900	6.126
50 900	7.018
100 900	9.076
200 900	13.697
10 910	6.278
50 910	7.192
100 910	9.144
200 910	13.760
10 920	6.421
50 920	7.257
100 920	9.206
200 920	13.819
10 930	6.556
50 930	7.478
100 930	9.334
200 930	13.899
10 940	6.763
50 940	7.570
100 940	9.369
200 940	14.015
10 950	6.868
50 950	8.136
100 950	9.460
200 950	14.100
10 960	7.112
50 960	8.107
100 960	9.507
200 960	14.139
10 970	7.135
50 970	8.162
100 970	9.573
200 970	14.040
10 980	7.270
50 980	8.218
100 980	9.664
200 980	14.116
10 990	7.777
50 990	8.291
100 990	9.689
200 990	14.175
10 1000	8.332
50 1000	8.872
100 1000 10.223
200 1000 14.617

